a01	hh_type	v1_01	pid	mid	v1_02	v1_03	v1_04	v1_05	v1_06	v1_07	v1_08	v1_09	v1_10	v1_11	v1_15	v1_16	v1_12	v1_13	v1_14	Flag_v1
6010	1	1	81	5	3	1	9	20	2	10	82	1	6		1		3	4	2	
6010	1	1	82	6	3	3	1	16	2	9	82	1	29		1		3	4	2	
6010	1	1	83	7	3	1	7	16	2	9	82	1	1		1		3	4	2	
6011	1	2																		
6012	1	2																		
6013	1	2																		
6014	1	2																		
6015	1	2																		
6016	1	2																		
6017	1	2																		
6018	1	2																		
6019	1	1	81	3	3	0	1	28	1	15	10	1	1		1		1	1	2	
6021	1	2																		
6022	1	2																		
6023	1	2																		
6024	1	2																		
6025	1	2																		
6026	1	2																		
6027	1	2																		
6028	1	2																		
6029	1	2																		
6030	1	2																		
6031	1	2																		
6032	1	2																		
6033.1	1	2																		
6033.2	1	2																		
6033.3	1	2																		
6034	1	2																		
6035	1	2																		
6036	1	2																		
6037	1	2																		
6038	1	1	81	3	3	0	6	18	1	7	21	2		27	1		1	3	1	
6039	1	2																		
6040	1	2																		
6041	1	2																		
6042	1	2																		
6043	1	2																		
6044	1	2																		
6045	1	2																		
6046	1	2																		
6047	1	1	81	1	2	1	0	43	1	8	28	1	1		1		8	1	1	
6048	1	2																		
6049.1	1	2																		
6049.2	1	2																		
6050.1	1	2																		
6050.2	1	2																		
6050.3	1	2																		
6050.4	1	2																		
6051	1	2																		
6052	1	2																		
6053	1	2																		
6054	1	1	81	1	1	1	8	43	1	14	13	2		20	3	1	8	1	1	
6055	1	2																		
6056	1	2																		
6058	1	2																		
6059	1	2																		
6060	1	2																		
6061	1	2																		
6062	1	2																		
6063	1	2																		
6064	1	2																		
6065	1	2																		
6066	1	2																		
6067	1	2																		
6068	1	2																		
6069	1	2																		
6070	1	2																		
6071	1	2																		
6072	1	2																		
6073	1	2																		
6074	1	2																		
6075	1	2																		
6076	1	2																		
6077	1	2																		
6078	1	2																		
6079	1	2																		
6080	1	2																		
6081	1	2																		
6082	1	2																		
6083	1	2																		
6084	1	2																		
6085	1	2																		
6086	1	2																		
6087	1	2																		
6088	1	2																		
6089	1	2																		
6090	1	2																		
6091	1	2																		
6092	1	1	81	4	3	2	6	16	1	7	69	1	29		1		3	5	2	
6093	1	2																		
6094	1	1	81	3	4	3	2	23	1	99	50	2		10	1		1	1	2	
6094	1	1	82	4	3	3	2	20	2	99	82	2		10	1		1	1	2	
6094	1	1	83	5	5	3	2	16	1	99	84	2		10	1		1	1	2	
6095	1	2																		
6096	1	2																		
6097	1	2																		
6098	1	2																		
6099	1	2																		
6100	1	2																		
6101	1	1	81	5	8	1	11	21	1	33	10	1	28		1		2	3	2	
6101	1	1	82	6	8	1	11	17	1	10	10	1	29		1		2	3	2	
6102	1	2																		
6103	1	2																		
6104	1	2																		
6105	1	2																		
6106	1	2																		
6107	1	2																		
6108	1	1	81	3	2	0	4	22	1	6	39	2		10	1		8	3	2	
6109	1	2																		
6110	1	1	81	3	3	0	11	17	2	9	72	1	34		1		3	8	2	
6111	1	2																		
6112	1	2																		
6113	1	2																		
6114	1	2																		
6115	1	2																		
6116	1	2																		
6117	1	2																		
6118	1	2																		
6119	1	2																		
6120	1	2																		
6121	1	1	81	1	6	0	8	53	1	5	1	1	35		1		1	1	2	
6122	1	2																		
6123	1	1	81	3	3	0	5	21	1	5	3	1	29		1		9	1	1	
6123	1	1	82	4	3	0	6	17	2	4	69	1	1		1		3	3	2	
6124	1	2																		
6125	1	2																		
6126	1	2																		
6127	1	2																		
6128	1	2																		
6129	1	2																		
6130	1	2																		
6131	1	2																		
6132	1	1	81	3	4	0	7	28	2	99	11	1	1		1		9	1	1	
6133	1	2																		
6134	1	2																		
6135	1	2																		
6136	1	2																		
6137	1	1	81	3	3	1	8	18	2	6	72	1	29		1		3	3	2	
6138	1	1	81	3	3	1	6	20	1	76	46	1	29		1		2	2	2	
6139	1	1	81	1	2	2	2	45	1	5	10	1	24		1		8	1	1	
6140	1	2																		
6141	1	1	81	1	2	2	7	51	1	5	23	1	1		1		8	1	1	
6142	1	2																		
6143	1	2																		
6144	1	1	81	3	3	2	6	30	1	8	8	1	1		1		1	1	1	
6145	1	2																		
6146	1	2																		
6147	1	2																		
6148	1	2																		
6149	1	2																		
6150	1	2																		
6151	1	2																		
6152	1	2																		
6153	1	2																		
6154	1	2																		
6155	1	1	81	3	3	2	7	19	1	7	13	1	1		1		1	1	1	
6155	1	1	82	4	3	1	7	16	1	5	13	1	1		1		1	1	1	
6156	1	1	81	1	2	1	7	45	1	99	37	2		24	1		1	5	1	
6157	1	2																		
6158	1	2																		
6159	1	1	81	1	2	2	9	41	1	99	37	2		15	1		1	5	1	
6160	1	2																		
6162	1	2																		
6163	1	1	81	4	3	1	5	20	1	5	11	2		41	2	1	1	1	1	
6164	1	2																		
6165	1	2																		
6166	1	2																		
6167	1	2																		
6168	1	2																		
6169	1	2																		
6170	1	1	81	3	3	2	4	23	1	4	12	2		2	1		1	3	1	
6171	1	1	81	3	3	0	11	29	1	8	13	2		20	1		1	3	1	
6171	1	1	82	4	3	1	8	18	1	4	13	2		20	1		1	3	1	
6172	1	2																		
6173	1	2																		
6174	1	2																		
6175	1	2																		
6176	1	2																		
6177	1	2																		
6178	1	2																		
6179	1	2																		
6180	1	2																		
6181	1	2																		
6182	1	2																		
6183	1	2																		
6184	1	2																		
6185	1	2																		
6187	1	2																		
6188	1	2																		
6189	1	2																		
6190	1	2																		
6191	1	2																		
6192	1	2																		
6193	1	2																		
6194	1	2																		
6195	1	2																		
6196	1	2																		
6197	1	2																		
6198	1	2																		
6199.1	1	1	81	5	3	2	6	22	1	8	13	1	1		1		1	1	1	
6199.2	1	2																		
6200	1	2																		
6201	1	2																		
6202	1	2																		
6203	1	2																		
6204	1	2																		
6205	1	2																		
6206	1	2																		
6207.1	1	2																		
6207.2	1	2																		
6208	1	1	81	1	2	0	3	30	1	6	8	1	32		1		1	1	1	
6209.1	1	2																		
6209.2	1	2																		
6210	1	2																		
6211	1	2																		
6212	1	2																		
6213	1	1	81	4	3	2	3	15	2	3	21	1	1		1		1	1	1	
6214	1	2																		
6215	1	2																		
6216	1	2																		
6217	1	2																		
6218	1	2																		
6219	1	2																		
6220	1	2																		
6221	1	2																		
6222	1	2																		
6223	1	2																		
6224	1	2																		
6225	1	2																		
6226	1	2																		
6227	1	2																		
6228	1	2																		
6229	1	2																		
6230	1	2																		
6231	1	2																		
6232	1	2																		
6233	1	2																		
6234	1	2																		
6235	1	2																		
6236	1	2																		
6237	1	2																		
6238	1	2																		
6239	1	2																		
6240	1	2																		
6241	1	2																		
6242	1	2																		
6243	1	2																		
6244	1	2																		
6245	1	2																		
6246	1	2																		
6247	1	2																		
6248	1	2																		
6249	1	2																		
6250	1	2																		
6251	1	2																		
6252	1	2																		
6253	1	2																		
6254	1	2																		
6255	1	2																		
6256	1	2																		
6257	1	2																		
6258	1	2																		
6259	1	2																		
6260	1	2																		
6261	1	2																		
6262	1	2																		
6263	1	2																		
6264	1	2																		
6265	1	2																		
6266	1	2																		
6267	1	2																		
6268	1	2																		
6269	1	2																		
6270	1	2																		
6271	1	2																		
6272	1	2																		
6273	1	2																		
6274	1	2																		
6275	1	2																		
6276	1	2																		
6278	1	2																		
6280	1	2																		
6281	1	2																		
6282	1	2																		
6283	1	2																		
6284	1	2																		
6285	1	2																		
6286	1	2																		
6287	1	2																		
6288	1	2																		
6289	1	2																		
6290	1	2																		
6292	1	2																		
6293	1	2																		
6294	1	2																		
6295	1	2																		
6296	1	2																		
6297	1	2																		
6298	1	2																		
6299	1	2																		
6300	1	2																		
6301	1	2																		
6302	1	2																		
6303	1	2																		
6304	1	2																		
6305	1	2																		
6306	1	2																		
6307	1	2																		
6309	1	2																		
6310	1	2																		
6311	1	2																		
6312	1	2																		
6313	1	2																		
6314	1	2																		
6316	1	2																		
6317	1	2																		
6318	1	2																		
6319.1	1	2																		
6319.2	1	2																		
6320	1	2																		
6321	1	2																		
6322	1	2																		
6323	1	2																		
6324	1	2																		
6325	1	2																		
6326	1	2																		
6327	1	2																		
6328	1	2																		
6329	1	2																		
6330	1	2																		
6331	1	2																		
6332	1	2																		
6333	1	2																		
6334	1	2																		
6335	1	2																		
6336	1	2																		
6337	1	2																		
6338	1	2																		
6339	1	2																		
6340	1	2																		
6341	1	2																		
6342	1	2																		
6343	1	2																		
6344	1	2																		
6345	1	2																		
6346	1	2																		
6347	1	2																		
6348	1	2																		
6349	1	2																		
6350	1	2																		
6351	1	2																		
6352	1	2																		
6353.1	1	2																		
6353.2	1	2																		
6354	1	2																		
6355	1	2																		
6356	1	2																		
6357	1	2																		
6358	1	2																		
6359	1	2																		
6360	1	2																		
6361	1	2																		
6362	1	2																		
6363	1	2																		
6364	1	2																		
6365	1	2																		
6366	1	2																		
6367	1	2																		
6368	1	2																		
6369	1	2																		
6370	1	2																		
6371	1	2																		
6372.1	1	2																		
6372.2	1	2																		
6373	1	2																		
6374	1	1	81	1	2	2	11	46	1	9	19	1	1		1		1	7	1	
6375	1	2																		
6376	1	2																		
6377	1	2																		
6378	1	1	81	6	3	1	0	27	1	99	1	2		20	4		1	1	1	
6379	1	2																		
6380	1	2																		
6381	1	2																		
6382	1	2																		
6383	1	2																		
6384	1	2																		
6385	1	2																		
6386	1	2																		
6387	1	1	81	1	2	0	1	28	1	6	11	1	4		1		1	1	1	
6388	1	2																		
6389	1	2																		
6390	1	2																		
6391	1	2																		
6392	1	2																		
6393	1	2																		
6394	1	1	81	1	2	0	2	35	1	99	21	1	1		1		1	1	1	
6395	1	2																		
6396	1	2																		
6397	1	2																		
6398	1	2																		
6399	1	2																		
6400	1	2																		
6401	1	2																		
6402.1	1	2																		
6402.2	1	2																		
6403	1	2																		
6404	1	2																		
6405	1	2																		
6406	1	2																		
6407	1	2																		
6408	1	2																		
6409	1	2																		
6410	1	2																		
6411	1	2																		
6412	1	2																		
6413	1	2																		
6414	1	2																		
6415	1	2																		
6416	1	2																		
6417	1	2																		
6418	1	2																		
6419	1	2																		
